	quinolone_resistance_pentapeptide_repeat_protein_QnrB22	class_C_beta-lactamase_CMY-2	MBL_fold_metallo-hydrolase(WP_240829419.1)	DNA-binding_transcriptional_regulator_RamA	bleomycin_binding_protein_Ble-MBL	vancomycin_resistance_histidine_kinase_VanS-D	extended-spectrum_class_C_beta-lactamase_DHA-1	multidrug_efflux_pump_membrane_fusion_lipoprotein_AcrE	class_A_beta-lactamase_LAP-2	multidrug_efflux_transporter_EmrAB_transcriptional_repressor_EmrR	Mph(A)_family_macrolide_2'-phosphotransferase	macrolide_resistance_MFS_transporter_Mrx(A)	vancomycin_resistance_histidine_kinase_VanS-B	penicillin-binding_protein_2(WP_000142857.1)	Bcr/CflA_family_multidrug_efflux_MFS_transporter(WP_000213349.1)	MBL_fold_metallo-hydrolase(WP_001207993.1)	Polymyxin_resistance_protein_PmrF	multidrug_efflux_RND_transporter_periplasmic_adaptor_subunit_OqxA	UDP-N-acetylglucosamine_1-carboxyvinyltransferase(WP_000357288.1)	MBL_fold_metallo-hydrolase(WP_023232699.1)	RamA_family_antibiotic_efflux_transcriptional_regulator(WP_000155631.1)	class_A_beta-lactamase_TEM-150	multidrug_efflux_MFS_transporter_periplasmic_adaptor_subunit_EmrA	extended-spectrum_class_A_beta-lactamase_CTX-M-55	SMR_family_transporter(WP_000159240.1)	sulfonamide-resistant_dihydropteroate_synthase_Sul1	aminoglycoside_O-phosphotransferase_APH(3')-IIa	aminoglycoside_N-acetyltransferase_AAC(3)-IId	MBL_fold_metallo-hydrolase(WP_152159326.1)	SMR_family_transporter(WP_000159237.1)	Group
NMDC20587958	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	R
NMDC20587991	0	1	1	1	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	R
NMDC20588064	0	0	1	1	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	1	0	1	1	0	1	0	1	0	0	R
NMDC20587208	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	1	1	0	1	0	0	1	0	0	0	0	R
NMDC20552269	1	0	0	0	0	0	1	0	0	1	1	1	0	0	1	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	R
NMDC20588634	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	R
NMDC20588662	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	R
NMDC20554677	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	R
NMDC20552677	0	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	R
NMDC20550675	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	R
NMDC20582184	0	0	1	1	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	1	0	1	1	0	1	0	1	0	0	R
NMDC20552711	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	R
NMDC20556710	1	0	0	0	0	0	1	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	R
NMDC20582270	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	R
NMDC20556719	0	1	1	1	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	R
NMDC20554706	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	1	0	0	R
NMDC20550706	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	R
NMDC20550715	0	1	1	1	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	R
NMDC20554714	0	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	R
NMDC20556730	1	0	0	0	0	0	1	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	R
NMDC20556731	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	R
NMDC20552736	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	R
NMDC20552738	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	R
NMDC20554722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	R
NMDC20554730	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	1	1	0	0	1	1	1	0	1	0	0	0	0	R
NMDC20582353	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	R
NMDC20582359	1	0	1	1	0	0	1	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	R
NMDC20582360	1	0	1	1	0	0	1	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	R
NMDC20582365	1	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	R
NMDC20582370	0	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	R
NMDC20552761	1	0	0	0	0	0	1	0	0	1	1	1	0	0	1	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	R
NMDC20552768	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	R
NMDC20552772	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	R
NMDC20550771	0	0	0	0	1	0	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	R
NMDC20582418	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	R
NMDC20556778	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	R
NMDC20556779	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	R
NMDC20582427	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	R
NMDC20582433	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	R
NMDC20552785	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	R
NMDC20582444	1	0	1	1	0	0	1	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	R
NMDC20556795	0	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	R
NMDC20582452	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	R
NMDC20582461	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	R
NMDC20582462	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	1	0	0	0	0	R
NMDC20550793	0	0	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	R
NMDC20582630	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	1	0	0	0	0	R
NMDC20550813	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	R
NMDC20582637	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	R
NMDC20554799	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	R
NMDC20552821	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	R
NMDC20582669	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	R
NMDC20554808	0	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	1	0	0	R
NMDC20582674	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	R
NMDC20554810	0	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	1	0	0	R
NMDC20582678	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	R
NMDC20582679	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	R
NMDC20582682	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	R
NMDC20554818	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	R
NMDC20582692	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	R
NMDC20582693	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	R
NMDC20554825	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	R
NMDC20582714	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	R
NMDC20552845	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	R
NMDC20554831	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	R
NMDC20582722	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	R
NMDC20582723	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	1	0	0	0	0	R
NMDC20582737	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	R
NMDC20582740	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	R
NMDC20582743	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	R
NMDC20550851	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	R
NMDC20582751	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	R
NMDC20550860	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	R
NMDC20554844	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	R
NMDC20556861	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	R
NMDC20582759	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	R
NMDC20582765	0	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	1	0	0	R
NMDC20582770	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	R
NMDC20582775	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	R
NMDC20554856	1	0	0	0	0	0	1	0	0	1	1	1	0	1	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	R
NMDC20582781	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	R
NMDC20582783	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	R
NMDC20550876	0	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	R
NMDC20582924	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	R
NMDC20550925	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	1	0	1	0	1	R
NMDC20550928	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	R
NMDC20582949	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	R
NMDC20556925	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	R
NMDC20582967	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	R
NMDC20554931	1	0	1	1	0	0	1	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	R
NMDC20582973	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	1	0	0	R
NMDC20552967	0	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	R
NMDC20554937	0	1	1	1	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	R
NMDC20556948	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	R
NMDC20552977	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	R
NMDC20582995	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	R
NMDC20582997	0	1	1	1	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	R
NMDC20556955	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	R
NMDC20552981	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	R
NMDC20556965	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	R
NMDC20556967	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	R
NMDC20583052	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	1	0	1	0	1	0	1	1	0	0	0	0	R
NMDC20552994	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	R
NMDC20554983	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	R
NMDC20583108	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	R
NMDC20553023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	R
NMDC20555003	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	R
NMDC20583152	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	1	0	0	0	0	R
NMDC20583158	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	R
NMDC20551007	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	R
NMDC20551010	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	R
NMDC20583177	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	R
NMDC20555011	0	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	R
NMDC20555014	0	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	R
NMDC20555015	0	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	R
NMDC20583181	0	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	R
NMDC20553066	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	R
NMDC20583213	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	R
NMDC20551030	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	R
NMDC20551031	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	R
NMDC20555034	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	R
NMDC20557033	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	R
NMDC20555037	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	R
NMDC20583244	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	R
NMDC20551044	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	R
NMDC20583279	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	R
NMDC20553095	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	R
NMDC20551065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	R
NMDC20557075	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	R
NMDC20583307	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	R
NMDC20557096	1	1	1	1	0	0	1	0	0	1	1	1	0	0	1	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	R
NMDC20583377	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	R
NMDC20551091	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	1	1	0	1	0	1	0	0	R
NMDC20553125	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	1	1	0	1	0	0	0	0	R
NMDC20553131	1	0	0	0	0	0	1	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	R
NMDC20551099	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	R
NMDC20551100	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	R
NMDC20553140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	R
NMDC20583435	0	0	1	1	0	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	1	1	1	0	0	1	1	0	R
NMDC20553149	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	R
NMDC20551116	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	R
NMDC20551130	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	R
NMDC20551150	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	R
NMDC20551153	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	R
NMDC20583612	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	R
NMDC20583676	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	R
NMDC20583709	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	R
NMDC20583732	1	0	1	1	0	0	1	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	R
NMDC20555207	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	R
NMDC20553231	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	R
NMDC20557217	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	R
NMDC20551212	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	R
NMDC20583843	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	R
NMDC20583859	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	R
NMDC20557244	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	R
NMDC20557247	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	R
NMDC20583872	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	R
NMDC20555229	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	R
NMDC20583874	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	R
NMDC20557249	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	R
NMDC20553258	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	R
NMDC20551220	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	R
NMDC20553263	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	R
NMDC20583915	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	R
NMDC20557261	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	R
NMDC20551254	0	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	R
NMDC20583944	0	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	R
NMDC20553276	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	R
NMDC20557271	0	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	R
NMDC20555258	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	R
NMDC20551257	0	1	1	1	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	R
NMDC20551260	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	1	1	0	1	0	0	0	0	R
NMDC20583967	0	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	R
NMDC20551265	0	0	1	1	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	1	1	1	1	0	1	0	1	0	0	R
NMDC20553289	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	R
NMDC20557281	0	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	R
NMDC20557282	0	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	R
NMDC20557285	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	R
NMDC20583995	0	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	R
NMDC20583998	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	R
NMDC20584021	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	R
NMDC20584043	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	R
NMDC20584044	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	R
NMDC20551275	0	0	1	1	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	1	1	1	1	0	1	0	1	0	0	R
NMDC20584055	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	R
NMDC20557298	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	R
NMDC20553299	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	R
NMDC20584065	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	R
